GeneName	GoTerm
YNL330C	GO:0001302
YNL330C	GO:0000122
YNL330C	GO:0000117
YNL330C	GO:0070933
YNL330C	GO:0034503
YNL330C	GO:0031939
YNL331C	GO:0055114
YNL331C	GO:0006081
YNL332W	GO:0009228
YNL332W	GO:0009229
YNL333W	GO:0009228
YNL333W	GO:0042819
YNL333W	GO:0006177
YNL333W	GO:0008615
YNL333W	GO:0042823
YNL333W	GO:0006520
YNL334C	GO:0042819
YNL334C	GO:0006541
YNL334C	GO:0042823
YNL334C	GO:0008614
YNL335W	GO:0018890
YNL336W	GO:0043328
YNL339C	GO:0032508
YNL339C	GO:0000722
YNR001C	GO:0046356
YNR001C	GO:0006099
YNR001C	GO:0006101
YNR001C	GO:0006537
YNR001C	GO:0005975
YNR002C	GO:0006847
YNR002C	GO:0072488
YNR002C	GO:0006811
YNR002C	GO:0015696
YNR002C	GO:0019740
YNR003C	GO:0042797
YNR003C	GO:0006383
YNR004W	GO:0036261
YNR004W	GO:0008033
YNR006W	GO:1904669
YNR006W	GO:0043328
YNR006W	GO:0006886
YNR006W	GO:0045324
YNR006W	GO:0045053
YNR006W	GO:0006623
YNR007C	GO:0006914
YNR007C	GO:0015031
YNR007C	GO:0000422
YNR007C	GO:0032258
YNR007C	GO:0034727
YNR007C	GO:0044805
YNR007C	GO:0000045
YNR007C	GO:0006501
YNR008W	GO:0006629
YNR008W	GO:0019915
YNR008W	GO:0019432
YNR008W	GO:0006672
YNR009W	GO:0071930
YNR010W	GO:0000122
YNR010W	GO:0045944
YNR010W	GO:0051123
YNR010W	GO:0006357
YNR011C	GO:0008380
YNR011C	GO:0034247
YNR011C	GO:0006397
YNR011C	GO:0000349
YNR012W	GO:0044211
YNR012W	GO:0008655
YNR012W	GO:0044206
YNR012W	GO:0009116
YNR012W	GO:0016310
YNR013C	GO:0006797
YNR013C	GO:0006817
YNR013C	GO:0015794
YNR013C	GO:0055085
YNR013C	GO:2000185
YNR014W	GO:0008150
YNR015W	GO:0002943
YNR015W	GO:0006400
YNR015W	GO:0008033
YNR015W	GO:0055114
YNR016C	GO:0006633
YNR016C	GO:0006631
YNR016C	GO:2001295
YNR016C	GO:0006629
YNR016C	GO:0008152
YNR016C	GO:0006606
YNR016C	GO:0042759
YNR017W	GO:0015031
YNR017W	GO:0006886
YNR017W	GO:0030150
YNR018W	GO:0033617
YNR019W	GO:0008204
YNR020C	GO:0034982
YNR020C	GO:0006508
YNR020C	GO:0033615
YNR021W	GO:0008150
YNR022C	GO:0032543
YNR023W	GO:0061412
YNR023W	GO:0045944
YNR024W	GO:0071039
YNR024W	GO:0071031
YNR024W	GO:0071030
YNR024W	GO:0000467
YNR024W	GO:0071035
YNR024W	GO:0006364
YNR026C	GO:0015031
YNR026C	GO:0009306
YNR026C	GO:0016192
YNR026C	GO:0043547
YNR026C	GO:0050790
YNR026C	GO:0003400
YNR027W	GO:0007049
YNR027W	GO:0042823
YNR027W	GO:0000282
YNR027W	GO:0009443
YNR027W	GO:0016310
YNR028W	GO:0000413
YNR028W	GO:0008150
YNR028W	GO:0042026
YNR029C	GO:0008150
YNR030W	GO:0097502
YNR030W	GO:0006487
YNR030W	GO:0006488
YNR030W	GO:0006486
YNR031C	GO:0000161
YNR031C	GO:0051403
YNR031C	GO:2000251
YNR031C	GO:0023014
YNR031C	GO:0031098
YNR031C	GO:0046777
YNR031C	GO:0007234
YNR031C	GO:0032147
YNR031C	GO:0016310
YNR031C	GO:0000186
YNR031C	GO:0006468
YNR031C	GO:0071474
YNR032C-A	GO:0043687
YNR032C-A	GO:0000753
YNR032C-A	GO:0006464
YNR032C-A	GO:0000398
YNR032W	GO:0005977
YNR032W	GO:0006470
YNR033W	GO:0006541
YNR033W	GO:0046656
YNR033W	GO:0008153
YNR033W	GO:0046654
YNR033W	GO:0009058
YNR033W	GO:0008152
YNR034W	GO:0006409
YNR034W	GO:0006098
YNR034W	GO:0005975
YNR034W	GO:0009051
YNR034W-A	GO:0008150
YNR035C	GO:0030833
YNR035C	GO:0030041
YNR035C	GO:0030036
YNR035C	GO:0000226
YNR035C	GO:0034314
YNR035C	GO:0006898
YNR036C	GO:0032543
YNR036C	GO:0006412
YNR037C	GO:0000028
YNR037C	GO:0032543
YNR037C	GO:0006412
YNR038W	GO:0000466
YNR038W	GO:0042254
YNR038W	GO:0006364
YNR038W	GO:0000463
YNR039C	GO:0071577
YNR039C	GO:0006829
YNR040W	GO:0032979
YNR041C	GO:0008299
YNR041C	GO:0006744
YNR043W	GO:0008299
YNR043W	GO:0019287
YNR043W	GO:0006694
YNR043W	GO:0008202
YNR043W	GO:0006629
YNR043W	GO:0016126
YNR044W	GO:0000752
YNR044W	GO:0019236
YNR044W	GO:0007155
YNR045W	GO:0070131
YNR045W	GO:0006417
YNR046W	GO:0070476
YNR046W	GO:0042274
YNR046W	GO:0000470
YNR046W	GO:0018364
YNR046W	GO:0030488
YNR046W	GO:0042273
YNR046W	GO:0030490
YNR047W	GO:0006468
YNR047W	GO:0016310
YNR047W	GO:0000749
YNR047W	GO:0018105
YNR047W	GO:0044387
YNR047W	GO:2000370
YNR047W	GO:0046777
YNR047W	GO:0006869
YNR047W	GO:0061092
YNR048W	GO:0045332
YNR049C	GO:0061025
YNR049C	GO:0032120
YNR049C	GO:0006904
YNR049C	GO:0015031
YNR050C	GO:0019878
YNR050C	GO:0055114
YNR050C	GO:0009085
YNR050C	GO:0008652
YNR051C	GO:2000156
YNR051C	GO:0034517
YNR051C	GO:0060628
YNR051C	GO:0016579
YNR052C	GO:0090305
YNR052C	GO:0043928
YNR052C	GO:0006368
YNR052C	GO:0017148
YNR052C	GO:0000289
YNR052C	GO:0090503
YNR052C	GO:0032968
YNR053C	GO:0000055
YNR053C	GO:0042254
YNR053C	GO:2000200
YNR054C	GO:0000472
YNR054C	GO:0000480
YNR054C	GO:0032781
YNR054C	GO:0042254
YNR054C	GO:0034462
YNR054C	GO:0006364
YNR054C	GO:0000447
YNR055C	GO:0042908
YNR055C	GO:0006855
YNR055C	GO:0006812
YNR055C	GO:0098655
YNR055C	GO:0015850
YNR055C	GO:0055085
YNR056C	GO:0051180
YNR056C	GO:0009102
YNR056C	GO:0055085
YNR057C	GO:0009102
YNR058W	GO:0009102
YNR059W	GO:0006486
YNR059W	GO:0006493
YNR059W	GO:0097502
YNR060W	GO:0006879
YNR060W	GO:0055072
YNR060W	GO:0015891
YNR060W	GO:0015677
YNR060W	GO:0006826
YNR060W	GO:0055114
YNR060W	GO:0006811
YNR061C	GO:0008150
YNR062C	GO:0008150
YNR063W	GO:0008150
YNR063W	GO:0006355
YNR063W	GO:0006357
YNR063W	GO:0006351
YNR064C	GO:0097176
YNR065C	GO:0006895
YNR065C	GO:0006623
YNR065C	GO:0006896
YNR065C	GO:0008150
YNR065C	GO:0006892
YNR066C	GO:0006892
YNR066C	GO:0006896
YNR066C	GO:0008150
YNR066C	GO:0006623
YNR066C	GO:0006895
YNR067C	GO:0008152
YNR067C	GO:0000920
YNR068C	GO:0008150
YNR068C	GO:0000209
YNR068C	GO:0006513
YNR069C	GO:0008150
YNR069C	GO:0006513
YNR069C	GO:0000209
YNR070W	GO:0035376
YNR070W	GO:0042493
YNR070W	GO:0055085
YNR070W	GO:0034220
YNR070W	GO:0055092
YNR071C	GO:0006006
YNR071C	GO:0008150
YNR071C	GO:0005975
YNR071C	GO:0033499
YNR072W	GO:1902600
YNR072W	GO:0008645
YNR072W	GO:1904659
YNR072W	GO:0015795
YNR072W	GO:0015797
YNR072W	GO:0098704
YNR072W	GO:0055085
YNR072W	GO:0008643
YNR072W	GO:0015755
YNR072W	GO:0015761
YNR073C	GO:0008150
YNR073C	GO:0055114
YNR073C	GO:0019594
YNR074C	GO:0055114
YNR074C	GO:0000304
YNR074C	GO:0006915
YNR074C	GO:0043065
YNR074C	GO:0019646
YNR075C-A	GO:0008150
YNR075W	GO:0006897
YNR075W	GO:0043328
YNR076W	GO:0008150
YNR076W	GO:0031505
YNR077C	GO:0008150
YOL001W	GO:0000122
YOL001W	GO:0000079
YOL001W	GO:0042144
YOL001W	GO:0016242
YOL001W	GO:0045936
YOL001W	GO:0050849
YOL001W	GO:0006875
YOL001W	GO:0032880
YOL002C	GO:0006631
YOL002C	GO:0006629
YOL002C	GO:0009636
YOL002C	GO:0006882
YOL002C	GO:0000122
YOL003C	GO:0006612
YOL003C	GO:0018230
YOL003C	GO:0018345
YOL004W	GO:0030174
YOL004W	GO:0000117
YOL004W	GO:0000122
YOL004W	GO:0006303
YOL004W	GO:0016575
YOL004W	GO:0061587
YOL004W	GO:0061188
YOL004W	GO:0061186
YOL004W	GO:0061408
YOL004W	GO:0006355
YOL004W	GO:0031939
YOL004W	GO:0007049
YOL004W	GO:0016479
YOL004W	GO:0051301
YOL004W	GO:0006325
YOL004W	GO:0045944
YOL004W	GO:0051038
YOL005C	GO:0006351
YOL005C	GO:0006366
YOL005C	GO:0001172
YOL005C	GO:0006369
YOL006C	GO:0006260
YOL006C	GO:0007097
YOL006C	GO:0006338
YOL006C	GO:0006265
YOL006C	GO:0006368
YOL006C	GO:0007076
YOL006C	GO:0007059
YOL006C	GO:0000019
YOL006C	GO:0006333
YOL006C	GO:0006357
YOL006C	GO:0006271
YOL006C	GO:0000183
YOL007C	GO:0008150
YOL008W	GO:0006744
YOL008W	GO:0045333
YOL009C	GO:0070096
YOL009C	GO:0006869
YOL009C	GO:0015917
YOL009C	GO:1990456
YOL009C	GO:0000002
YOL009C	GO:0015914
YOL009C	GO:0045040
YOL009C	GO:0000001
YOL009C	GO:0007005
YOL010W	GO:0043085
YOL010W	GO:0000447
YOL010W	GO:0042254
YOL010W	GO:0000472
YOL010W	GO:0000480
YOL010W	GO:0006396
YOL011W	GO:0016042
YOL011W	GO:0009395
YOL011W	GO:0006629
YOL011W	GO:0046475
YOL011W	GO:0006660
YOL011W	GO:0046488
YOL012C	GO:0006325
YOL012C	GO:0070481
YOL012C	GO:0030466
YOL012C	GO:0006357
YOL012C	GO:0006338
YOL013C	GO:0006511
YOL013C	GO:0030433
YOL013C	GO:0051865
YOL013C	GO:0031505
YOL013C	GO:0030970
YOL013C	GO:0030968
YOL013C	GO:0016567
YOL013W-A	GO:0008150
YOL014W	GO:0008150
YOL015W	GO:0008150
YOL016C	GO:0016310
YOL016C	GO:0006468
YOL016C	GO:0034599
YOL017W	GO:0006342
YOL017W	GO:0007062
YOL018C	GO:0032527
YOL018C	GO:0006906
YOL018C	GO:0006897
YOL018C	GO:0048278
YOL018C	GO:0006896
YOL018C	GO:0006675
YOL018C	GO:0006673
YOL018C	GO:0009306
YOL018C	GO:0006886
YOL018C	GO:0016192
YOL018C	GO:0015031
YOL018C	GO:0032258
YOL019W	GO:0008150
YOL019W-A	GO:0008150
YOL020W	GO:0015827
YOL020W	GO:0006865
YOL020W	GO:0055085
YOL020W	GO:0015801
YOL020W	GO:0003333
YOL021C	GO:0006364
YOL021C	GO:0043628
YOL021C	GO:0071038
YOL021C	GO:0071028
YOL021C	GO:0090502
YOL021C	GO:0071051
YOL021C	GO:0071039
YOL021C	GO:0016973
YOL021C	GO:0016075
YOL021C	GO:0000467
YOL021C	GO:0070651
YOL021C	GO:0071042
YOL021C	GO:0071035
YOL021C	GO:0070478
YOL021C	GO:0070481
YOL022C	GO:0030490
YOL022C	GO:0006364
YOL023W	GO:0006413
YOL023W	GO:0070124
YOL023W	GO:0006412
YOL023W	GO:0032543
YOL024W	GO:0008150
YOL025W	GO:0001302
YOL025W	GO:0051444
YOL026C	GO:0070096
YOL026C	GO:0045040
YOL026C	GO:0015031
YOL027C	GO:0070131
YOL027C	GO:0030007
YOL027C	GO:1902600
YOL027C	GO:0032979
YOL027C	GO:0006813
YOL028C	GO:0001080
YOL028C	GO:0010033
YOL028C	GO:1903833
YOL028C	GO:0006355
YOL028C	GO:0045944
YOL028C	GO:0000122
YOL029C	GO:0008150
YOL030W	GO:0071970
YOL030W	GO:0071555
YOL030W	GO:0006074
YOL030W	GO:0031505
YOL031C	GO:0015031
YOL031C	GO:0050790
YOL031C	GO:0006616
YOL032W	GO:0006629
YOL032W	GO:0006606
YOL032W	GO:0008654
YOL032W	GO:0006020
YOL033W	GO:0006424
YOL033W	GO:0032543
YOL033W	GO:0006412
YOL033W	GO:0043039
YOL033W	GO:0070149
YOL034W	GO:0071139
YOL034W	GO:0006974
YOL034W	GO:0006281
YOL034W	GO:0007062
YOL034W	GO:0000724
YOL034W	GO:0051304
YOL034W	GO:0000725
YOL034W	GO:0006310
YOL034W	GO:0016925
YOL036W	GO:0008150
YOL038C-A	GO:0008150
YOL038W	GO:0006511
YOL038W	GO:0043161
YOL038W	GO:0006508
YOL038W	GO:0010499
YOL038W	GO:0051603
YOL038W	GO:0010498
YOL039W	GO:0002181
YOL039W	GO:0032147
YOL039W	GO:0006414
YOL040C	GO:0042254
YOL040C	GO:0006412
YOL040C	GO:0006407
YOL040C	GO:0002181
YOL040C	GO:0000028
YOL041C	GO:0000463
YOL041C	GO:0042254
YOL041C	GO:0006364
YOL042W	GO:0090503
YOL042W	GO:0090305
YOL042W	GO:0000289
YOL042W	GO:0008150
YOL043C	GO:0006281
YOL043C	GO:0008152
YOL043C	GO:0006296
YOL043C	GO:0006974
YOL043C	GO:0006284
YOL043C	GO:0006285
YOL044W	GO:0007031
YOL044W	GO:0016562
YOL045W	GO:2000766
YOL045W	GO:0060917
YOL045W	GO:0016310
YOL045W	GO:0006468
YOL045W	GO:0006417
YOL045W	GO:0045719
YOL045W	GO:0035556
YOL047C	GO:0030435
YOL047C	GO:0030476
YOL048C	GO:0030435
YOL048C	GO:0030476
YOL049W	GO:0006750
YOL051W	GO:0000122
YOL051W	GO:0070202
YOL051W	GO:0051123
YOL051W	GO:0045944
YOL051W	GO:0006357
YOL051W	GO:2000219
YOL052C	GO:0006596
YOL052C	GO:0006597
YOL052C	GO:0008295
YOL052C	GO:0015940
YOL052C	GO:0006557
YOL052C-A	GO:0070301
YOL052C-A	GO:0034605
YOL052C-A	GO:0006974
YOL052C-A	GO:0009267
YOL053W	GO:0008150
YOL054W	GO:0016567
YOL054W	GO:0006511
YOL055C	GO:0016310
YOL055C	GO:0009228
YOL055C	GO:0009230
YOL055C	GO:0006772
YOL055C	GO:0009229
YOL056W	GO:0008150
YOL056W	GO:0006096
YOL057W	GO:0006508
YOL058W	GO:0000053
YOL058W	GO:0008652
YOL058W	GO:0000050
YOL058W	GO:0006526
YOL059W	GO:0055114
YOL059W	GO:0006072
YOL059W	GO:0046168
YOL059W	GO:0005975
YOL059W	GO:0006116
YOL059W	GO:0006071
YOL060C	GO:0007005
YOL060C	GO:0030026
YOL061W	GO:0009116
YOL061W	GO:0006164
YOL061W	GO:0016310
YOL061W	GO:0006015
YOL061W	GO:0044249
YOL061W	GO:0009165
YOL061W	GO:0009156
YOL061W	GO:0031505
YOL062C	GO:0006897
YOL062C	GO:0006886
YOL062C	GO:0016192
YOL062C	GO:0015031
YOL063C	GO:0006357
YOL064C	GO:0042538
YOL064C	GO:0046854
YOL064C	GO:0009086
YOL064C	GO:0016311
YOL064C	GO:0000103
YOL064C	GO:0006790
YOL065C	GO:0015031
YOL065C	GO:0046855
YOL065C	GO:0046856
YOL066C	GO:0009451
YOL066C	GO:0031119
YOL066C	GO:0008033
YOL066C	GO:0001522
YOL066C	GO:0000455
YOL066C	GO:0009231
YOL067C	GO:0045944
YOL067C	GO:0031930
YOL067C	GO:0071400
YOL068C	GO:0006325
YOL068C	GO:0070933
YOL068C	GO:0030466
YOL068C	GO:0016575
YOL068C	GO:0045950
YOL068C	GO:0030435
YOL069W	GO:0051315
YOL069W	GO:0045132
YOL069W	GO:0051301
YOL069W	GO:0007052
YOL069W	GO:0007049
YOL069W	GO:0051383
YOL069W	GO:0007059
YOL070C	GO:0008150
YOL071W	GO:0006121
YOL071W	GO:0030437
YOL071W	GO:0006099
YOL071W	GO:0045944
YOL071W	GO:0018293
YOL071W	GO:0034553
YOL072W	GO:0031124
YOL072W	GO:0006406
YOL072W	GO:0071033
YOL072W	GO:0000282
YOL072W	GO:0016973
YOL072W	GO:0006283
YOL072W	GO:0000973
YOL072W	GO:0051028
YOL072W	GO:0006368
YOL073C	GO:0008150
YOL075C	GO:0034220
YOL075C	GO:0055085
YOL076W	GO:0007010
YOL076W	GO:0000001
YOL076W	GO:0032956
YOL076W	GO:0017196
YOL077C	GO:0000464
YOL077C	GO:0042254
YOL077C	GO:0000027
YOL077C	GO:0000465
YOL077W-A	GO:0051259
YOL077W-A	GO:0006754
YOL077W-A	GO:0015986
YOL077W-A	GO:0006811
YOL078W	GO:0001558
YOL078W	GO:0030950
YOL078W	GO:0031505
YOL078W	GO:0031929
YOL078W	GO:0038203
YOL078W	GO:0046580
YOL080C	GO:0090305
YOL080C	GO:0000027
YOL080C	GO:0006364
YOL081W	GO:0043087
YOL081W	GO:0034599
YOL081W	GO:0007165
YOL081W	GO:0043547
YOL081W	GO:0071248
YOL081W	GO:0046580
YOL081W	GO:0070301
YOL081W	GO:0007193
YOL081W	GO:0070417
YOL082W	GO:0030433
YOL082W	GO:0006914
YOL082W	GO:0015031
YOL082W	GO:0016050
YOL082W	GO:0034629
YOL083W	GO:0006914
YOL083W	GO:0034622
YOL083W	GO:0034629
YOL083W	GO:0015031
YOL083W	GO:0071211
YOL084W	GO:0008150
YOL084W	GO:0006811
YOL084W	GO:0034220
YOL085C	GO:0008150
YOL086C	GO:0055114
YOL086C	GO:0000947
YOL086C	GO:0006116
YOL086C	GO:0043458
YOL086C	GO:0006067
YOL086W-A	GO:0031297
YOL086W-A	GO:0006974
YOL086W-A	GO:0000712
YOL086W-A	GO:0006281
YOL087C	GO:0008150
YOL087C	GO:1903003
YOL088C	GO:0006457
YOL088C	GO:0055114
YOL088C	GO:0045454
YOL089C	GO:0045944
YOL089C	GO:0006351
YOL089C	GO:0009651
YOL089C	GO:0006355
YOL090W	GO:0006281
YOL090W	GO:0006974
YOL090W	GO:0006298
YOL090W	GO:0043570
YOL090W	GO:0043111
YOL090W	GO:0036297
YOL090W	GO:0030466
YOL090W	GO:0006301
YOL090W	GO:0006312
YOL090W	GO:0006311
YOL090W	GO:0006310
YOL090W	GO:0000735
YOL090W	GO:0000710
YOL090W	GO:0045910
YOL091W	GO:0007049
YOL091W	GO:0051321
YOL091W	GO:0051301
YOL091W	GO:0030435
YOL091W	GO:0032120
YOL092W	GO:0006865
YOL092W	GO:0034488
YOL093W	GO:0030488
YOL093W	GO:0008033
YOL093W	GO:0090646
YOL093W	GO:0032259
YOL094C	GO:0007062
YOL094C	GO:0006272
YOL094C	GO:0006260
YOL094C	GO:0006261
YOL094C	GO:0007049
YOL095C	GO:0006281
YOL095C	GO:0006974
YOL095C	GO:0032508
YOL095C	GO:0000002
YOL095C	GO:0032042
YOL095C	GO:0000725
YOL096C	GO:0032259
YOL096C	GO:0006744
YOL097C	GO:0006412
YOL097C	GO:0006436
YOL097C	GO:0006418
YOL097W-A	GO:0008150
YOL098C	GO:0008150
YOL098C	GO:0006508
YOL100W	GO:0006897
YOL100W	GO:0006468
YOL100W	GO:0016310
YOL100W	GO:0018105
YOL100W	GO:0071902
YOL100W	GO:0032511
YOL100W	GO:0035556
YOL100W	GO:0060211
YOL100W	GO:0000196
YOL100W	GO:0010606
YOL101C	GO:0006882
YOL102C	GO:0006388
YOL102C	GO:0008033
YOL103W	GO:0015798
YOL103W	GO:0055085
YOL103W-A	GO:0032197
YOL103W-B	GO:0090305
YOL103W-B	GO:0008152
YOL103W-B	GO:0006508
YOL103W-B	GO:0006278
YOL103W-B	GO:0015074
YOL103W-B	GO:0090501
YOL103W-B	GO:0006310
YOL103W-B	GO:0090502
YOL103W-B	GO:0032197
YOL103W-B	GO:0071897
YOL103W-B	GO:0032196
YOL104C	GO:0070197
YOL104C	GO:2000711
YOL104C	GO:0007131
YOL104C	GO:0010520
YOL104C	GO:0051321
YOL104C	GO:0007129
YOL104C	GO:0045141
YOL105C	GO:0071555
YOL105C	GO:0030242
YOL105C	GO:0009408
YOL105C	GO:0007266
YOL107W	GO:0006890
YOL107W	GO:0008150
YOL108C	GO:0008654
YOL108C	GO:0045944
YOL108C	GO:0006629
YOL109W	GO:0031505
YOL110W	GO:0018230
YOL110W	GO:0006612
YOL110W	GO:0018345
YOL111C	GO:0043161
YOL111C	GO:0006620
YOL111C	GO:0000753
YOL111C	GO:0045048
YOL112W	GO:0070649
YOL112W	GO:0006886
YOL112W	GO:0006887
YOL112W	GO:0090630
YOL113W	GO:0016310
YOL113W	GO:0016477
YOL113W	GO:0023014
YOL113W	GO:1990872
YOL113W	GO:0010629
YOL113W	GO:0006468
YOL113W	GO:0000920
YOL113W	GO:0043408
YOL113W	GO:0031098
YOL113W	GO:0035376
YOL113W	GO:0032147
YOL114C	GO:0006415
YOL114C	GO:0070126
YOL114C	GO:0032543
YOL115W	GO:0071039
YOL115W	GO:0006400
YOL115W	GO:0034475
YOL115W	GO:0051301
YOL115W	GO:0071038
YOL115W	GO:0071037
YOL115W	GO:0071036
YOL115W	GO:0071031
YOL115W	GO:0045910
YOL115W	GO:0043629
YOL115W	GO:0042138
YOL115W	GO:0006284
YOL115W	GO:0007049
YOL115W	GO:0071035
YOL115W	GO:0071042
YOL115W	GO:0071044
YOL115W	GO:0071047
YOL115W	GO:0071050
YOL115W	GO:0071051
YOL115W	GO:0071040
YOL116W	GO:0072363
YOL116W	GO:0060963
YOL116W	GO:0097239
YOL116W	GO:0061408
YOL116W	GO:0061404
YOL116W	GO:0036095
YOL116W	GO:1900461
YOL116W	GO:0035957
YOL117W	GO:0000754
YOL117W	GO:0000338
YOL118C	GO:0008150
YOL119C	GO:0055085
YOL119C	GO:0008150
YOL120C	GO:0002181
YOL120C	GO:0006412
YOL121C	GO:0042274
YOL121C	GO:0042254
YOL121C	GO:0006407
YOL121C	GO:0006412
YOL121C	GO:0000028
YOL121C	GO:0002181
YOL122C	GO:0070574
YOL122C	GO:0006828
YOL122C	GO:0006826
YOL122C	GO:0006825
YOL122C	GO:0071421
YOL122C	GO:1902600
YOL122C	GO:0006878
YOL122C	GO:0006876
YOL122C	GO:0030001
YOL122C	GO:0098655
YOL122C	GO:0015691
YOL122C	GO:0030026
YOL123W	GO:0006397
YOL123W	GO:0072423
YOL123W	GO:0000184
YOL123W	GO:0098789
YOL123W	GO:0006378
YOL124C	GO:0030488
YOL124C	GO:0008033
YOL124C	GO:0032259
YOL125W	GO:0030488
YOL125W	GO:0008033
YOL125W	GO:0032259
YOL126C	GO:0019752
YOL126C	GO:0006108
YOL126C	GO:0005975
YOL126C	GO:0016558
YOL126C	GO:0006099
YOL126C	GO:0055114
YOL126C	GO:0006094
YOL127W	GO:0000027
YOL127W	GO:0002181
YOL127W	GO:0006412
YOL128C	GO:0051726
YOL128C	GO:0006508
YOL128C	GO:0016310
YOL128C	GO:0034605
YOL128C	GO:0006468
YOL128C	GO:0071472
YOL129W	GO:0032511
YOL129W	GO:0006623
YOL129W	GO:0015031
YOL130W	GO:0006812
YOL130W	GO:0030001
YOL130W	GO:0055085
YOL130W	GO:1903830
YOL130W	GO:0010961
YOL130W	GO:0098655
YOL130W	GO:0015693
YOL131W	GO:0008150
YOL132W	GO:0071970
YOL132W	GO:0071555
YOL132W	GO:0031505
YOL132W	GO:0030476
YOL133W	GO:0045116
YOL133W	GO:0000082
YOL133W	GO:0016567
YOL133W	GO:0007049
YOL133W	GO:0006511
YOL133W	GO:0006974
YOL133W	GO:0051301
YOL133W	GO:0006281
YOL133W	GO:0031146
YOL135C	GO:0045944
YOL135C	GO:0000122
YOL135C	GO:0006357
YOL136C	GO:0016311
YOL136C	GO:0046835
YOL136C	GO:0016310
YOL136C	GO:0006000
YOL136C	GO:0006110
YOL136C	GO:0006003
YOL137W	GO:0008150
YOL137W	GO:0055085
YOL138C	GO:0015031
YOL138C	GO:1904263
YOL138C	GO:0032008
YOL139C	GO:0000184
YOL139C	GO:0006413
YOL139C	GO:0051726
YOL139C	GO:0006412
YOL139C	GO:0006417
YOL140W	GO:0006525
YOL140W	GO:0006592
YOL140W	GO:0006526
YOL140W	GO:0008652
YOL141W	GO:0030488
YOL141W	GO:0031591
YOL141W	GO:0032259
YOL141W	GO:0008033
YOL142W	GO:0071042
YOL142W	GO:0071049
YOL142W	GO:0034427
YOL142W	GO:0071034
YOL142W	GO:0000467
YOL142W	GO:0006364
YOL142W	GO:0070481
YOL142W	GO:0070478
YOL142W	GO:0043628
YOL142W	GO:0070651
YOL142W	GO:0071051
YOL142W	GO:0071035
YOL142W	GO:0043928
YOL142W	GO:0071038
YOL142W	GO:0034475
YOL143C	GO:0009231
YOL144W	GO:0042254
YOL144W	GO:0000463
YOL144W	GO:0042273
YOL145C	GO:2001173
YOL145C	GO:0001015
YOL145C	GO:0031124
YOL145C	GO:0090262
YOL145C	GO:0031126
YOL145C	GO:0060260
YOL145C	GO:0006355
YOL145C	GO:0051569
YOL145C	GO:2001165
YOL145C	GO:0000083
YOL145C	GO:0031938
YOL145C	GO:2001209
YOL145C	GO:2001255
YOL145C	GO:0016570
YOL145C	GO:0006360
YOL145C	GO:0006362
YOL145C	GO:0006368
YOL145C	GO:0006353
YOL146W	GO:0006261
YOL146W	GO:0000727
YOL146W	GO:0006260
YOL147C	GO:0019395
YOL147C	GO:0016559
YOL147C	GO:0044375
YOL147C	GO:0007031
YOL148C	GO:1903506
YOL148C	GO:0036498
YOL148C	GO:0016573
YOL148C	GO:0006325
YOL149W	GO:0043085
YOL149W	GO:0000184
YOL149W	GO:0000290
YOL149W	GO:0031087
YOL149W	GO:0006397
YOL151W	GO:0006694
YOL151W	GO:0030447
YOL151W	GO:0008204
YOL151W	GO:0055114
YOL152W	GO:0055072
YOL152W	GO:0006811
YOL152W	GO:0055114
YOL152W	GO:0033215
YOL152W	GO:0015677
YOL152W	GO:0006825
YOL152W	GO:0006826
YOL153C	GO:0008150
YOL153C	GO:0006508
YOL153C	GO:0051603
YOL153C	GO:0006807
YOL154W	GO:0006508
YOL154W	GO:0008150
YOL155C	GO:0031505
YOL155C	GO:0071555
YOL155W-A	GO:0008150
YOL156W	GO:1902600
YOL156W	GO:0008643
YOL156W	GO:0015761
YOL156W	GO:0098704
YOL156W	GO:0015755
YOL156W	GO:0015757
YOL156W	GO:0008645
YOL156W	GO:0055085
YOL156W	GO:1904659
YOL156W	GO:1902341
YOL157C	GO:0005987
YOL157C	GO:0046352
YOL157C	GO:0008152
YOL157C	GO:0005975
YOL157C	GO:0009313
YOL157C	GO:0000025
YOL157C	GO:0000023
YOL158C	GO:0044718
YOL158C	GO:0006811
YOL158C	GO:0055072
YOL158C	GO:0055085
YOL158C	GO:0015685
YOL158C	GO:0006879
YOL159C	GO:0008150
YOL159C-A	GO:0008150
YOL160W	GO:0008150
YOL161C	GO:0031505
YOL161C	GO:0008150
YOL162W	GO:0055085
YOL163W	GO:0055085
YOL164W	GO:0018909
YOL164W-A	GO:0008150
YOL165C	GO:0006081
YOL165C	GO:0055114
YOL166W-A	GO:0008150
YOR001W	GO:0006139
YOR001W	GO:0006364
YOR001W	GO:0071039
YOR001W	GO:0071037
YOR001W	GO:0071028
YOR001W	GO:0071036
YOR001W	GO:0006396
YOR001W	GO:0044237
YOR001W	GO:0034476
YOR001W	GO:0071048
YOR001W	GO:0071038
YOR001W	GO:0071040
YOR001W	GO:0071042
YOR001W	GO:0034475
YOR001W	GO:0071044
YOR001W	GO:0071049
YOR001W	GO:0071051
YOR001W	GO:0034473
YOR001W	GO:0000973
YOR001W	GO:0000467
YOR001W	GO:0071035
YOR001W	GO:0071033
YOR002W	GO:0009060
YOR002W	GO:0006490
YOR002W	GO:0006486
YOR002W	GO:0006487
YOR002W	GO:0006488
